#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
585	ENST00000632280.1_2	chr19	+	68402	69178	68402	68402	1	68402,	69178,	0	ENSG00000282542	none	none	-1,
621	ENST00000589639.1_2	chr19	+	4769178	4772426	4769178	4769178	3	4769178,4769618,4772175,	4769363,4769769,4772426,	0	MIR7-3HG	none	none	-1,-1,-1,
621	ENST00000588758.5_1	chr19	+	4769292	4772529	4769292	4769292	6	4769292,4769659,4770096,4770359,4770535,4772175,	4769363,4769769,4770233,4770461,4770626,4772529,	0	MIR7-3HG	none	none	-1,-1,-1,-1,-1,-1,
621	ENST00000384898.1	chr19	+	4770681	4770791	4770681	4770681	1	4770681,	4770791,	0	MIR7-3	none	none	-1,
621	ENST00000598782.2_5	chr19	-	4785033	4791330	4785033	4785033	2	4785033,4791209,	4785539,4791330,	0	ENSG00000268536	none	none	-1,-1,
621	ENST00000269856.5_3	chr19	+	4791745	4801285	4791866	4793876	1	4791745,	4801285,	0	FEM1A	cmpl	cmpl	0,
621	ENST00000601192.1_4	chr19	-	4791756	4795567	4791756	4791756	2	4791756,4792268,	4792025,4795567,	0	ENSG00000269604	none	none	-1,-1,
621	ENST00000702756.1_1	chr19	-	4812442	4812888	4812442	4812442	1	4812442,	4812888,	0	ENSG00000290068	none	none	-1,
621	ENST00000248244.6_6	chr19	-	4815943	4831724	4816250	4818389	2	4815943,4831625,	4818528,4831724,	0	TICAM1	cmpl	cmpl	0,-1,
621	ENST00000591657.1_2	chr19	+	4838343	4838919	4838343	4838343	2	4838343,4838487,	4838422,4838919,	0	ENSG00000267484	none	none	-1,-1,
77	ENST00000221957.9_10	chr19	-	4838352	4867679	4839203	4861406	8	4838352,4844679,4847702,4852027,4859601,4859837,4861340,4867620,	4839548,4844805,4847902,4852313,4859684,4860036,4861423,4867679,	0	PLIN3	cmpl	cmpl	0,0,1,0,1,0,0,-1,
77	ENST00000592528.5_6	chr19	-	4838380	4867665	4839203	4861406	8	4838380,4844679,4847702,4852027,4859601,4859837,4861340,4867620,	4839548,4844805,4847902,4852277,4859684,4860036,4861423,4867665,	0	PLIN3	cmpl	cmpl	0,0,1,0,1,0,0,-1,
77	ENST00000585479.5_6	chr19	-	4839073	4867706	4839203	4861406	8	4839073,4844679,4847702,4852027,4859601,4859837,4861340,4867620,	4839545,4844805,4847902,4852313,4859684,4860036,4861423,4867706,	0	PLIN3	cmpl	cmpl	0,0,1,0,1,0,0,-1,
622	ENST00000584366.1	chr19	+	4876723	4876810	4876723	4876723	1	4876723,	4876810,	0	AC027319.2	none	none	-1,
622	ENST00000408608.1	chr19	-	4889214	4889310	4889214	4889214	1	4889214,	4889310,	0	AC027319.1	none	none	-1,
622	ENST00000381781.2_11	chr19	-	4890448	4902879	4891057	4902879	3	4890448,4896682,4902584,	4891585,4896888,4902879,	0	ARRDC5	cmpl	cmpl	0,1,0,
622	ENST00000650722.2_11	chr19	-	4890448	4902908	4891057	4902837	3	4890448,4896682,4902584,	4891585,4896888,4902908,	0	ARRDC5	cmpl	cmpl	0,1,0,
622	ENST00000612630.4_7	chr19	+	4903091	4962165	4910897	4960814	18	4903091,4910887,4929233,4930727,4932752,4941539,4941756,4944143,4944354,4945872,4947116,4950622,4950870,4954361,4954661,4954679,4956719,4960667,	4903657,4911050,4929488,4930888,4932968,4941640,4941943,4944267,4944462,4945977,4947223,4950785,4951008,4954500,4954679,4954833,4956824,4962165,	0	UHRF1	cmpl	cmpl	-1,0,0,0,2,2,1,2,0,0,0,2,0,0,1,2,0,0,
622	ENST00000620565.4_6	chr19	+	4909441	4962161	4909485	4960814	18	4909441,4910887,4929233,4930727,4932752,4941539,4941756,4944143,4944354,4945872,4947116,4950622,4950870,4954361,4954661,4954679,4956719,4960667,	4909667,4911050,4929488,4930888,4932968,4941640,4941943,4944267,4944462,4945977,4947223,4950785,4951008,4954500,4954679,4954833,4956824,4962161,	0	UHRF1	cmpl	cmpl	0,2,0,0,2,2,1,2,0,0,0,2,0,0,1,2,0,0,
622	ENST00000624301.3_7	chr19	+	4909509	4962162	4910897	4960814	18	4909509,4910887,4929233,4930727,4932752,4941539,4941756,4944143,4944354,4945872,4947116,4950622,4950870,4954361,4954661,4954679,4956719,4960667,	4909667,4911050,4929488,4930888,4932968,4941640,4941943,4944267,4944462,4945977,4947223,4950785,4951008,4954500,4954679,4954833,4956824,4962162,	0	UHRF1	cmpl	cmpl	-1,0,0,0,2,2,1,2,0,0,0,2,0,0,1,2,0,0,
622	ENST00000650932.1_6	chr19	+	4909512	4962165	4910897	4960814	18	4909512,4910887,4929233,4930727,4932752,4941539,4941756,4944143,4944354,4945872,4947116,4950622,4950870,4954361,4954661,4954679,4956719,4960667,	4909667,4911050,4929488,4930888,4932968,4941640,4941943,4944267,4944462,4945977,4947223,4950785,4951008,4954500,4954679,4954833,4956824,4962165,	0	UHRF1	cmpl	cmpl	-1,0,0,0,2,2,1,2,0,0,0,2,0,0,1,2,0,0,
622	ENST00000615884.4_7	chr19	+	4910157	4960972	4910897	4960814	18	4910157,4910887,4929233,4930727,4932752,4941539,4941756,4944143,4944354,4945872,4947116,4950622,4950870,4954361,4954661,4954679,4956719,4960667,	4910258,4911050,4929488,4930888,4932968,4941640,4941943,4944267,4944462,4945977,4947223,4950785,4951008,4954500,4954679,4954833,4956824,4960972,	0	UHRF1	cmpl	cmpl	-1,0,0,0,2,2,1,2,0,0,0,2,0,0,1,2,0,0,
622	ENST00000622802.4_6	chr19	+	4910378	4961143	4910858	4960814	17	4910378,4929233,4930727,4932752,4941539,4941756,4944143,4944354,4945872,4947116,4950622,4950870,4954361,4954661,4954679,4956719,4960667,	4911050,4929488,4930888,4932968,4941640,4941943,4944267,4944462,4945977,4947223,4950785,4951008,4954500,4954679,4954833,4956824,4961143,	0	UHRF1	cmpl	cmpl	0,0,0,2,2,1,2,0,0,0,2,0,0,1,2,0,0,
622	ENST00000616255.1_7	chr19	+	4910386	4960963	4910897	4960814	18	4910386,4910887,4929233,4930727,4932752,4941539,4941756,4944143,4944354,4945872,4947116,4950622,4950870,4954361,4954661,4954679,4956719,4960667,	4910506,4911050,4929488,4930888,4932968,4941640,4941943,4944267,4944462,4945977,4947223,4950785,4951008,4954500,4954679,4954833,4956824,4960963,	0	UHRF1	cmpl	cmpl	-1,0,0,0,2,2,1,2,0,0,0,2,0,0,1,2,0,0,
622	ENST00000584057.1	chr19	+	4932698	4932752	4932698	4932698	1	4932698,	4932752,	0	MIR4747	none	none	-1,
77	ENST00000611640.4_2	chr19	+	4969123	5153606	5032901	5151522	24	4969123,5016267,5032876,5039846,5041147,5047486,5071020,5077377,5082377,5110632,5119128,5119663,5131086,5131897,5133893,5135349,5137272,5137631,5137972,5143977,5144258,5144793,5150368,5151345,	4969241,5016350,5033042,5040022,5041262,5047680,5071070,5077481,5082515,5110829,5119230,5119863,5131556,5132018,5134072,5135572,5137349,5137687,5138081,5144163,5144423,5144913,5150461,5153606,	0	KDM4B	cmpl	cmpl	-1,-1,0,0,2,0,2,1,0,0,2,2,1,0,1,0,1,0,2,0,0,0,0,0,
77	ENST00000159111.9_7	chr19	+	4969123	5153609	5032901	5151522	23	4969123,5016267,5032876,5039846,5041147,5047486,5071020,5077377,5082377,5110632,5119663,5131086,5131897,5133893,5135349,5137272,5137631,5137972,5143977,5144258,5144793,5150368,5151345,	4969241,5016350,5033042,5040022,5041262,5047680,5071070,5077481,5082515,5110829,5119863,5131556,5132018,5134072,5135572,5137349,5137687,5138081,5144163,5144423,5144913,5150461,5153609,	0	KDM4B	cmpl	cmpl	-1,-1,0,0,2,0,2,1,0,0,2,1,0,1,0,1,0,2,0,0,0,0,0,
77	ENST00000381759.8_1	chr19	+	4969142	5113351	5032901	5111847	12	4969142,5016267,5032876,5039846,5041147,5047486,5071020,5077377,5082377,5110632,5111385,5111785,	4969241,5016350,5033042,5040022,5041262,5047680,5071070,5077481,5082515,5110829,5111555,5113351,	0	KDM4B	cmpl	cmpl	-1,-1,0,0,2,0,2,1,0,0,2,1,
77	ENST00000536461.5_2	chr19	+	5016335	5153116	5032901	5151522	23	5016335,5032876,5039846,5041147,5047486,5071020,5077377,5082377,5110632,5119128,5119663,5131086,5131897,5133893,5135349,5137272,5137631,5137972,5143977,5144258,5144793,5150368,5151345,	5016350,5033042,5040022,5041262,5047680,5071070,5077481,5082515,5110829,5119230,5119863,5131556,5132018,5134072,5135572,5137349,5137687,5138081,5144163,5144423,5144913,5150461,5153116,	0	KDM4B	cmpl	cmpl	-1,0,0,2,0,2,1,0,0,2,2,1,0,1,0,1,0,2,0,0,0,0,0,
624	ENST00000592429.1_2	chr19	+	5178129	5178475	5178129	5178129	1	5178129,	5178475,	0	PTPRS-AS1	none	none	-1,
9	ENST00000262963.11_7	chr19	-	5205518	5340823	5206784	5286151	38	5205518,5207932,5208247,5210479,5210689,5211600,5211975,5212347,5214371,5214571,5215299,5215508,5216730,5218430,5218797,5219320,5219949,5220270,5221010,5222133,5222699,5225737,5229326,5229501,5231320,5238929,5240209,5243911,5245786,5256118,5258027,5260815,5262974,5265018,5273452,5274209,5286060,5340674,	5206853,5208068,5208402,5210605,5210816,5211779,5212261,5212502,5214491,5214747,5215423,5215606,5216778,5218543,5218809,5219478,5220165,5220364,5221264,5222231,5223308,5225855,5229353,5229695,5231626,5239074,5240343,5244493,5246056,5256130,5258138,5260833,5262983,5265207,5273594,5274355,5286245,5340823,	0	PTPRS	cmpl	cmpl	0,2,0,0,2,0,2,0,0,1,0,1,1,2,2,0,0,2,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,-1,
9	ENST00000587303.5_8	chr19	-	5206378	5286251	5206784	5286151	37	5206378,5207932,5208247,5210479,5210689,5211600,5211975,5212347,5214371,5214571,5215299,5215508,5216730,5218430,5218797,5219320,5219949,5220270,5221010,5222133,5222699,5225737,5229326,5229501,5231320,5238929,5240209,5243911,5245786,5256118,5258027,5260815,5262974,5265018,5273452,5274209,5286060,	5206853,5208068,5208402,5210605,5210816,5211779,5212261,5212502,5214491,5214747,5215423,5215606,5216778,5218543,5218809,5219478,5220165,5220364,5221264,5222231,5223308,5225855,5229353,5229695,5231626,5239074,5240343,5244493,5246056,5256130,5258138,5260833,5262983,5265207,5273594,5274355,5286251,	0	PTPRS	cmpl	cmpl	0,2,0,0,2,0,2,0,0,1,0,1,1,2,2,0,0,2,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,
9	ENST00000588012.5_7	chr19	-	5206547	5286174	5206784	5286151	32	5206547,5207932,5208247,5210479,5210689,5211600,5211975,5212347,5214371,5214571,5215299,5215508,5218430,5218797,5219320,5219949,5220270,5221010,5222133,5222699,5225737,5229501,5231320,5238929,5240209,5243911,5245786,5258027,5265018,5273452,5274209,5286060,	5206853,5208068,5208402,5210605,5210816,5211779,5212261,5212502,5214491,5214747,5215423,5215606,5218543,5218809,5219478,5220165,5220364,5221264,5222231,5223308,5225855,5229695,5231626,5239074,5240343,5244493,5246056,5258138,5265207,5273594,5274355,5286174,	0	PTPRS	cmpl	cmpl	0,2,0,0,2,0,2,0,0,1,0,1,2,2,0,0,2,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,
9	ENST00000592099.5_6	chr19	-	5206547	5286174	5206784	5286151	28	5206547,5207932,5208247,5210479,5210689,5211600,5211975,5212347,5214371,5214571,5215299,5215508,5218430,5218797,5219320,5219949,5220270,5221010,5222133,5238929,5240209,5243911,5245786,5258027,5265018,5273452,5274209,5286060,	5206853,5208068,5208402,5210605,5210816,5211779,5212261,5212502,5214491,5214747,5215423,5215606,5218543,5218809,5219478,5220165,5220364,5221264,5222231,5239074,5240343,5244493,5246056,5258138,5265207,5273594,5274355,5286174,	0	PTPRS	cmpl	cmpl	0,2,0,0,2,0,2,0,0,1,0,1,2,2,0,0,2,0,1,0,1,1,1,1,1,0,1,0,
625	ENST00000590509.5_6	chr19	-	5273071	5286399	5273329	5286151	4	5273071,5273452,5274209,5286060,	5273337,5273594,5274355,5286399,	0	PTPRS	cmpl	cmpl	1,0,1,0,
625	ENST00000619774.1_2	chr19	+	5294257	5294707	5294257	5294257	1	5294257,	5294707,	0	ENSG00000274447	none	none	-1,
626	ENST00000577496.1	chr19	+	5409468	5409766	5409468	5409468	1	5409468,	5409766,	0	RN7SL626P	none	none	-1,
626	ENST00000222033.6_3	chr19	+	5455427	5456867	5455502	5456792	1	5455427,	5456867,	0	ZNRF4	cmpl	cmpl	0,
627	ENST00000448587.6_11	chr19	-	5558177	5567964	5562218	5567935	3	5558177,5562092,5567675,	5561410,5562222,5567964,	0	TINCR	cmpl	cmpl	-1,2,0,
627	ENST00000646160.1_9	chr19	-	5562646	5567964	5562857	5567935	2	5562646,5567675,	5562960,5567964,	0	TINCR	cmpl	cmpl	2,0,
627	ENST00000252542.9_6	chr19	-	5587009	5622787	5587253	5622726	21	5587009,5587711,5587878,5590288,5591758,5592757,5593901,5595371,5598803,5600140,5604593,5604797,5610005,5610649,5611130,5612550,5613475,5616142,5616432,5621319,5622540,	5587410,5587778,5587991,5590419,5591804,5592898,5594189,5595508,5598895,5600271,5604706,5604947,5610106,5610699,5611641,5612578,5613538,5616346,5616497,5621407,5622787,	0	SAFB2	cmpl	cmpl	2,1,2,0,2,2,2,0,1,2,0,0,1,2,1,0,0,0,1,0,0,
78	ENST00000588852.2_8	chr19	+	5623093	5668489	5623216	5668302	21	5623093,5626415,5641604,5641750,5645347,5648026,5648999,5649936,5650988,5653125,5653348,5654071,5654378,5657251,5661528,5664032,5664407,5667056,5667357,5667830,5668172,	5623405,5626500,5641669,5641957,5645410,5648054,5649510,5649986,5651083,5653275,5653431,5654211,5654467,5657358,5661819,5664170,5664450,5667175,5667461,5667897,5668489,	0	SAFB	cmpl	cmpl	0,0,1,0,0,0,1,2,1,0,0,2,1,0,2,2,2,0,2,1,2,
78	ENST00000292123.9_4	chr19	+	5623109	5668489	5623216	5668302	21	5623109,5626415,5641604,5641750,5645347,5648026,5648999,5649936,5650988,5653125,5653348,5654071,5654378,5657251,5661528,5664032,5664407,5667056,5667363,5667830,5668172,	5623405,5626500,5641669,5641957,5645410,5648054,5649510,5649986,5651083,5653275,5653431,5654211,5654467,5657358,5661819,5664170,5664450,5667175,5667461,5667897,5668489,	0	SAFB	cmpl	cmpl	0,0,1,0,0,0,1,2,1,0,0,2,1,0,2,2,2,0,2,1,2,
78	ENST00000592224.5_4	chr19	+	5623128	5668477	5623216	5668302	21	5623128,5626415,5641604,5641750,5645347,5648026,5648999,5649936,5650988,5653125,5653348,5654071,5654378,5657251,5661531,5664032,5664407,5667056,5667357,5667830,5668172,	5623405,5626500,5641669,5641957,5645410,5648054,5649510,5649986,5651083,5653275,5653431,5654211,5654467,5657358,5661819,5664170,5664450,5667175,5667461,5667897,5668477,	0	SAFB	cmpl	cmpl	0,0,1,0,0,0,1,2,1,0,0,2,1,0,2,2,2,0,2,1,2,
78	ENST00000454510.5_4	chr19	+	5623149	5668338	5623216	5668302	20	5623149,5626415,5641604,5645347,5648026,5648999,5649936,5650988,5653125,5653348,5654071,5654378,5657251,5661528,5664032,5664407,5667056,5667357,5667830,5668172,	5623405,5626500,5641669,5645410,5648054,5649510,5649986,5651083,5653275,5653431,5654211,5654467,5657358,5661819,5664170,5664450,5667175,5667461,5667897,5668338,	0	SAFB	cmpl	cmpl	0,0,1,0,0,1,2,1,0,0,2,1,0,2,2,2,0,2,1,2,
628	ENST00000579649.5_1	chr19	+	5674957	5691678	5690518	5691632	5	5674957,5690343,5690516,5691329,5691542,	5674983,5690400,5690611,5691464,5691678,	0	RPL36	cmpl	cmpl	-1,-1,0,0,0,
628	ENST00000587950.5_6	chr19	-	5678432	5680263	5678561	5680160	4	5678432,5679355,5679596,5680065,	5678659,5679407,5679774,5680263,	0	MICOS13	cmpl	cmpl	1,0,2,0,
628	ENST00000309324.9_7	chr19	-	5678432	5680527	5678561	5680497	4	5678432,5679355,5679596,5680468,	5678659,5679407,5679774,5680527,	0	MICOS13	cmpl	cmpl	1,0,2,0,
628	ENST00000590389.5_6	chr19	-	5678842	5680205	5679233	5680160	4	5678842,5679355,5679596,5680065,	5679241,5679407,5679774,5680205,	0	MICOS13	cmpl	cmpl	1,0,2,0,
628	ENST00000587589.1_4	chr19	-	5678925	5680499	5679233	5680497	4	5678925,5679355,5679596,5680468,	5679241,5679407,5679774,5680499,	0	MICOS13	cmpl	cmpl	1,0,2,0,
628	ENST00000577917.5_1	chr19	+	5680775	5688533	5684843	5688206	6	5680775,5684829,5686910,5687292,5687513,5687926,	5681282,5684916,5687002,5687386,5687679,5688533,	0	HSD11B1L	cmpl	cmpl	-1,0,1,0,1,2,
628	ENST00000581893.5_1	chr19	+	5681019	5688533	5686996	5687956	6	5681019,5684975,5686910,5687292,5687513,5687763,	5681282,5685130,5687002,5687386,5687679,5688533,	0	HSD11B1L	cmpl	cmpl	-1,-1,0,0,1,2,
628	ENST00000301382.8_1	chr19	+	5681034	5688533	5684843	5687956	6	5681034,5684829,5686910,5687292,5687513,5687763,	5681282,5684916,5687002,5687386,5687679,5688533,	0	HSD11B1L	cmpl	cmpl	-1,0,1,0,1,2,
628	ENST00000411793.6_1	chr19	+	5681034	5688533	5686996	5688206	6	5681034,5684975,5686910,5687292,5687513,5687926,	5681282,5685130,5687002,5687386,5687679,5688533,	0	HSD11B1L	cmpl	cmpl	-1,-1,0,0,1,2,
628	ENST00000581773.5_5	chr19	+	5681035	5688383	5684843	5687956	9	5681035,5684032,5684791,5684999,5686426,5686910,5687292,5687513,5687763,	5681282,5684132,5684916,5685130,5686538,5687002,5687386,5687679,5688383,	0	HSD11B1L	cmpl	cmpl	-1,-1,0,1,0,1,0,1,2,
628	ENST00000339423.7_7	chr19	+	5681037	5688533	5684843	5687956	8	5681037,5684829,5684999,5686426,5686910,5687292,5687513,5687763,	5681282,5684916,5685130,5686538,5687002,5687386,5687679,5688533,	0	HSD11B1L	cmpl	cmpl	-1,0,1,0,1,0,1,2,
628	ENST00000423665.6_5	chr19	+	5681046	5688533	5684843	5688206	8	5681046,5684829,5684999,5686426,5686910,5687292,5687513,5687926,	5681282,5684916,5685130,5686538,5687002,5687386,5687679,5688533,	0	HSD11B1L	cmpl	cmpl	-1,0,1,0,1,0,1,2,
628	ENST00000583928.5_1	chr19	+	5681047	5688495	5686996	5687956	5	5681047,5686910,5687292,5687513,5687763,	5681282,5687002,5687386,5687679,5688495,	0	HSD11B1L	cmpl	cmpl	-1,0,0,1,2,
628	ENST00000342970.6_1	chr19	+	5681051	5688533	5686483	5687956	7	5681051,5684975,5686426,5686910,5687292,5687513,5687763,	5681282,5685130,5686538,5687002,5687386,5687679,5688533,	0	HSD11B1L	cmpl	cmpl	-1,-1,0,1,0,1,2,
628	ENST00000422535.6_1	chr19	+	5681058	5685600	5684843	5685372	4	5681058,5684829,5684999,5685312,	5681282,5684916,5685130,5685600,	0	HSD11B1L	cmpl	cmpl	-1,0,1,0,
628	ENST00000581521.5_5	chr19	+	5681071	5688504	5684843	5687956	10	5681071,5684032,5684211,5684829,5684999,5686426,5686910,5687292,5687513,5687763,	5681282,5684132,5684361,5684916,5685130,5686538,5687002,5687386,5687679,5688504,	0	HSD11B1L	cmpl	cmpl	-1,-1,-1,0,1,0,1,0,1,2,
628	ENST00000577222.5_1	chr19	+	5681192	5691644	5690518	5691632	6	5681192,5684975,5690041,5690516,5691329,5691542,	5681282,5685130,5690338,5690611,5691464,5691644,	0	RPL36	cmpl	cmpl	-1,-1,-1,0,0,0,
628	ENST00000616276.4_3	chr19	+	5684043	5688534	5684043	5687956	8	5684043,5684791,5684999,5686426,5686910,5687292,5687513,5687763,	5684132,5684916,5685130,5686538,5687002,5687386,5687679,5688534,	0	HSD11B1L	cmpl	cmpl	0,2,1,0,1,0,1,2,
628	ENST00000347512.8_3	chr19	+	5690305	5691886	5690518	5691632	4	5690305,5690516,5691329,5691542,	5690338,5690611,5691464,5691886,	0	RPL36	cmpl	cmpl	-1,0,0,0,
628	ENST00000579446.1_1	chr19	+	5690316	5691664	5690518	5691521	3	5690316,5690516,5691329,	5690338,5690611,5691664,	0	RPL36	cmpl	cmpl	-1,0,0,
628	ENST00000394580.2_1	chr19	+	5690326	5691678	5690518	5691632	3	5690326,5691329,5691542,	5690611,5691464,5691678,	0	RPL36	cmpl	cmpl	0,0,0,
628	ENST00000360614.8_11	chr19	-	5691844	5720157	5692042	5720143	18	5691844,5693308,5693562,5694397,5694771,5696064,5696259,5696680,5699037,5700799,5705782,5707070,5707707,5708352,5711781,5713144,5714193,5719714,	5692219,5693473,5693780,5694563,5694912,5696181,5696382,5696768,5699216,5700938,5706003,5707154,5707837,5708414,5712013,5713264,5714282,5720157,	0	LONP1	cmpl	cmpl	0,0,1,0,0,0,0,2,0,2,0,0,2,0,2,2,0,0,
628	ENST00000585374.5_8	chr19	-	5691845	5720157	5692042	5719801	19	5691845,5693308,5693562,5694397,5694771,5696064,5696259,5696680,5699037,5700799,5705782,5707070,5707707,5708352,5711781,5713144,5714193,5719714,5720053,	5692219,5693473,5693780,5694563,5694912,5696181,5696382,5696768,5699216,5700938,5706003,5707154,5707837,5708414,5712013,5713264,5714282,5719844,5720157,	0	LONP1	cmpl	cmpl	0,0,1,0,0,0,0,2,0,2,0,0,2,0,2,2,0,0,-1,
628	ENST00000593119.5_8	chr19	-	5691845	5720176	5692042	5720143	19	5691845,5693308,5693562,5694397,5694771,5696064,5696259,5696680,5699037,5700799,5705782,5707070,5707707,5708352,5711781,5713144,5714193,5719714,5720019,	5692219,5693473,5693780,5694563,5694912,5696181,5696382,5696768,5699216,5700938,5706003,5707154,5707837,5708414,5712013,5713264,5714282,5719827,5720176,	0	LONP1	cmpl	cmpl	0,0,1,0,0,0,0,2,0,2,0,0,2,0,2,2,0,1,0,
628	ENST00000540670.6_4	chr19	-	5691845	5720583	5692042	5713194	18	5691845,5693308,5693562,5694397,5694771,5696064,5696259,5696680,5699037,5700799,5705782,5707070,5707707,5708352,5711781,5713144,5714193,5720229,	5692219,5693473,5693780,5694563,5694912,5696181,5696382,5696768,5699216,5700938,5706003,5707154,5707837,5708414,5712013,5713264,5714282,5720583,	0	LONP1	cmpl	cmpl	0,0,1,0,0,0,0,2,0,2,0,0,2,0,2,0,-1,-1,
628	ENST00000590729.5_6	chr19	-	5691965	5719860	5692042	5719801	18	5691965,5693308,5693562,5694397,5694771,5696064,5696259,5696680,5699037,5700799,5705782,5707070,5707707,5708352,5711829,5713144,5714193,5719714,	5692219,5693473,5693780,5694563,5694912,5696181,5696382,5696768,5699216,5700938,5706003,5707154,5707837,5708414,5712013,5713264,5714282,5719860,	0	LONP1	cmpl	cmpl	0,0,1,0,0,0,0,2,0,2,0,0,2,0,2,2,0,0,
78	ENST00000381624.4_3	chr19	+	5720647	5778745	5720748	5778687	22	5720647,5724818,5727278,5729882,5733866,5737148,5739336,5744437,5745923,5748170,5749111,5751657,5754142,5757853,5759096,5763225,5766113,5768178,5770954,5772798,5776171,5778386,	5720819,5724873,5727355,5729955,5733981,5737216,5739450,5744521,5746074,5748266,5749194,5751834,5754256,5757943,5759155,5763304,5766166,5768253,5771083,5772976,5776326,5778745,	0	CATSPERD	cmpl	cmpl	0,2,0,2,0,1,0,0,0,1,1,0,0,0,0,2,0,2,2,2,0,2,
629	ENST00000419421.3_7	chr19	-	5782970	5784757	5782988	5784671	3	5782970,5784387,5784541,	5784064,5784450,5784757,	0	PRR22	cmpl	cmpl	1,1,0,
629	ENST00000586012.1_7	chr19	-	5784015	5785630	5784362	5785630	3	5784015,5785393,5785613,	5784450,5785522,5785630,	0	ENSG00000267157	cmpl	cmpl	2,2,0,
629	ENST00000309061.12_9	chr19	-	5785150	5791174	5785213	5791152	13	5785150,5785393,5785613,5786477,5786759,5787071,5787306,5787599,5788034,5788367,5789217,5790057,5791054,	5785286,5785522,5785802,5786553,5786856,5787182,5787372,5787716,5788187,5788409,5789730,5790346,5791174,	0	DUS3L	cmpl	cmpl	2,2,2,1,0,0,0,0,0,0,0,2,0,
629	ENST00000320699.12_4	chr19	-	5785150	5791217	5785213	5791152	12	5785150,5785393,5785613,5786477,5786759,5787071,5787306,5787599,5788034,5788367,5790270,5791054,	5785286,5785522,5785802,5786553,5786856,5787182,5787372,5787716,5788187,5788409,5790346,5791217,	0	DUS3L	cmpl	cmpl	2,2,2,1,0,0,0,0,0,0,2,0,
629	ENST00000303212.3_2	chr19	+	5805077	5828335	5824176	5828184	3	5805077,5823778,5827759,	5805462,5824345,5828335,	0	NRTN	cmpl	cmpl	-1,0,1,
629	ENST00000579264.1	chr19	+	5822935	5823035	5822935	5822935	1	5822935,	5823035,	0	AC011499.1	none	none	-1,
629	ENST00000686134.2_2	chr19	+	5828345	5829300	5828345	5828345	1	5828345,	5829300,	0	ENSG00000289543	none	none	-1,
629	ENST00000318336.10_11	chr19	-	5830418	5839713	5831498	5832578	3	5830418,5834960,5838687,	5832590,5835088,5839713,	0	FUT6	cmpl	cmpl	0,-1,-1,
629	ENST00000524754.1_10	chr19	-	5830620	5839703	5831498	5832578	3	5830620,5838687,5839416,	5832590,5839028,5839703,	0	FUT6	cmpl	cmpl	0,-1,-1,
629	ENST00000527106.5_10	chr19	-	5830636	5838771	5831498	5832578	4	5830636,5832871,5834960,5838687,	5832590,5832916,5835088,5838771,	0	FUT6	cmpl	cmpl	0,-1,-1,-1,
629	ENST00000286955.5_10	chr19	-	5830784	5839728	5831498	5832578	2	5830784,5838687,	5832590,5839728,	0	FUT6	cmpl	cmpl	0,-1,
629	ENST00000592563.1_8	chr19	-	5831388	5832578	5831388	5832578	2	5831388,5831535,	5831440,5832578,	0	FUT6	cmpl	cmpl	2,0,
629	ENST00000303225.12_7	chr19	-	5842898	5851460	5843764	5844850	3	5842898,5846436,5851400,	5844862,5846977,5851460,	0	FUT3	cmpl	cmpl	0,-1,-1,
629	ENST00000589620.6_8	chr19	-	5842898	5851460	5843764	5844850	3	5842898,5846436,5851400,	5844862,5846629,5851460,	0	FUT3	cmpl	cmpl	0,-1,-1,
629	ENST00000458379.7_6	chr19	-	5842900	5851460	5843764	5844850	2	5842900,5851400,	5844862,5851460,	0	FUT3	cmpl	cmpl	0,-1,
629	ENST00000589918.5_5	chr19	-	5842901	5851482	5843764	5844850	3	5842901,5846436,5851400,	5844862,5846575,5851482,	0	FUT3	cmpl	cmpl	0,-1,-1,
629	ENST00000589276.1_2	chr19	+	5847477	5858250	5847477	5847477	4	5847477,5852514,5854581,5857626,	5847779,5852684,5854673,5858250,	0	ENSG00000267709	none	none	-1,-1,-1,-1,
629	ENST00000252675.6_3	chr19	-	5865836	5867752	5866611	5867736	1	5865836,	5867752,	0	FUT5	cmpl	cmpl	0,
629	ENST00000588525.1_5	chr19	-	5865836	5870551	5866611	5867736	2	5865836,5870475,	5867748,5870551,	0	FUT5	cmpl	cmpl	0,-1,
78	ENST00000586349.5_8	chr19	-	5867625	5903714	5867625	5903714	4	5867625,5896463,5896915,5903622,	5867748,5896661,5897008,5903714,	0	ENSG00000267740	cmpl	cmpl	1,1,1,2,
78	ENST00000418389.6_4	chr19	-	5891286	5903797	5892927	5903719	4	5891286,5896463,5896915,5903622,	5893301,5896586,5897008,5903797,	0	NDUFA11	cmpl	cmpl	1,1,1,0,
78	ENST00000592634.5_4	chr19	-	5894685	5903782	5896413	5903719	3	5894685,5896915,5903622,	5896586,5897008,5903782,	0	NDUFA11	cmpl	cmpl	1,1,0,
